"","x"
"356",4.51000224372487
"357",3.63690321651926
"358",5.21517890016218
"359",6.75033960678337
"360",-0.506416145331801
"361",3.96523455843959
"362",2.91039760366303
"363",5.63650180540048
"364",2.88425632682123
"365",6.17968577195681
"366",10.4295140110452
"367",9.51081826739274
"368",7.05344474050814
"369",3.33837253564235
"370",5.69230597825257
"371",5.08251373456752
"372",7.2300073459477
"373",7.34771937584236
"374",7.75304214858412
"375",6.77459271612106
"376",6.94958911175332
"377",10.5019732019943
"378",11.3493174546197
"379",12.0012594390113
"380",11.9714841421136
"381",11.6569319233636
"382",9.61607997018305
"383",7.32286489057223
"384",1.91274699905228
"385",0.260535908845875
"386",-0.776842704356821
"387",1.25635719299619
"388",0.916304570808747
"389",3.35532271744036
"390",4.62759967330429
"391",7.35127305906675
"392",11.3343850422311
"393",2.86980972008047
"394",-3.89652889839165
"395",-2.45668243699188
"396",-3.61935332935915
"397",-5.53331143594919
"398",-5.88941619977786
"399",-10.9179964682617
"400",-9.35870860938001
"401",-10.4374110902658
"402",-7.42270893342264
"403",-5.11365005616035
"404",-5.86310772432181
"405",-6.92940220673583
"406",-3.03386660135887
"407",-0.65449386123417
"408",0.506706730619928
"409",0.303384057577625
"410",-2.54800560409148
"411",-1.57181642603848
"412",-5.91177755557156
"413",-4.33654144502233
"414",4.6273055426461
"415",6.87140626281493
"416",4.24422357766154
"417",7.77417925263838
"418",9.50984995996679
"419",17.8427585889469
"420",25.2650756077636
"421",24.3910893886192
"422",19.7316582034922
"423",15.9775409348471
"424",13.0206028456179
"425",10.7152102499226
"426",7.40988102774545
"427",4.74721359123676
"428",4.24454755333499
"429",3.69748374917977
"430",6.65526503501892
"431",9.17886227313263
"432",4.71582917828131
"433",0.548358065772342
"434",-1.67966679773904
"435",-2.68571470097267
"436",-4.37362118581862
"437",-0.70023716821172
"438",-0.941982353113058
"439",2.30686015083767
"440",6.35115029511839
"441",7.80964414514382
"442",4.24904089336399
"443",3.30942293527509
"444",3.78763688114331
"445",7.17713176870302
"446",4.17059806332516
"447",5.26714074755174
"448",6.17444724304621
"449",7.37379992514404
"450",8.81578976050387
"451",4.67808503090382
"452",2.67917429568559
"453",0.075777745338085
"454",1.85926621452595
"455",5.35582037433072
"456",0.113650851805367
"457",4.59505717955183
"458",-1.04301307709301
"459",-2.81154126448853
"460",0.862689569758812
"461",-0.434796888359633
"462",1.77119949087345
"463",1.80199212343098
"464",-0.442216209315687
"465",2.40467363233429
"466",2.57484288334472
"467",-0.755445120028517
"468",1.459192891026
"469",5.10541725641367
"470",1.23088036032365
"471",8.98524281011253
"472",6.19358533939801
"473",9.24849166490351
"474",12.29409845658
"475",16.5623252165453
"476",12.5876060530951
"477",11.1924350088236
"478",13.6314836491719
"479",14.9388615306571
"480",3.01861291021003
"481",3.84008035580425
"482",-0.474422906542378
"483",-2.96782316571887
"484",1.55639068641664
"485",-0.558728886507719
"486",10.2443835289106
"487",9.57966495333023
"488",8.94435915262904
"489",10.6144360832775
"490",8.63701012820532
"491",7.08699849410439
"492",9.8088868712913
"493",8.31577242800576
"494",6.67137170993481
"495",5.77526660270949
"496",-0.0374154974074727
"497",5.21863219318117
"498",8.28329933872624
"499",10.4185343472996
"500",7.48981532244581
"501",7.48138888700919
"502",17.6980842642438
"503",18.2527881518993
"504",5.83825526188015
"505",12.289227560905
"506",10.8982960838679
"507",8.50148127803439
"508",10.1936622150874
"509",12.5289734169253
"510",18.2685779313438
"511",27.433090753987
"512",21.6784267647874
"513",13.5224669692657
"514",12.6684637015238
"515",14.5690087911258
"516",18.9099713922244
"517",17.1137143518561
"518",16.4438927815088
"519",20.2356465857176
"520",23.3224429709575
"521",21.3319092167874
"522",23.9399048170058
"523",19.3925118103181
"524",15.7800778932849
"525",12.2469921572387
"526",12.9852787694906
"527",12.9604479838101
"528",8.85369639174898
"529",10.9653483697015
"530",13.1505102077254
"531",12.4266110795275
"532",12.3943617123843
"533",11.2097859123557
"534",12.3096070028596
"535",18.1509024632853
"536",14.2135186463487
"537",39.5584345411933
"538",14.822354524858
"539",14.1425472694083
"540",7.00002373323344
"541",2.31771675571254
"542",6.87302026940469
"543",11.9345502421145
"544",12.9695221209389
"545",15.381880318552
"546",17.799196388102
"547",15.7511098240505
"548",11.1113123675233
"549",9.47674005349948
"550",5.78586673884029
"551",6.64262987485053
"552",2.29248990668586
"553",5.7802550643537
"554",2.80285252123834
"555",2.94602598728152
"556",7.2459380023822
"557",6.83491589587723
"558",5.66714959909747
"559",13.4307767297732
"560",6.99384139260357
"561",2.11921681125481
"562",6.30282645390577
"563",5.82261904474805
"564",1.5798923802809
"565",0.525876591257181
"566",-9.89028781471328
"567",-19.7689295358443
"568",-15.7397047567376
"569",-12.2084719967798
"570",2.44616394706351
"571",2.44515504529454
"572",-3.93437240026271
"573",-4.46073818975816
"574",-3.22527539828191
"575",1.52402331142715
"576",-0.624850563323943
"577",1.51175143872986
"578",3.80028566494604
"579",-0.193602115884156
"580",3.36635810532839
"581",0.741514501393072
"582",1.175281845174
"583",8.16930248768714
"584",2.922038202235
"585",-4.5880878766425
"586",-1.41249968452523
"587",1.45032695956989
"588",0.992566470003858
"589",2.36850473313072
"590",2.00899878826078
"591",2.29480755764062
"592",1.90779524620837
"593",0.0623285783043781
"594",3.51692572021311
"595",3.74418484873622
"596",1.6614452314347
"597",4.67430776905932
"598",5.45201573894605
"599",3.84553960850892
"600",2.50243229788568
"601",8.87488677319434
"602",1.62678691544383
"603",-1.01933604443469
"604",-0.397315707802393
"605",4.01599561689265
"606",4.5441772826604
"607",6.03294624771718
"608",6.97716211460947
"609",10.2855807150619
"610",18.9649016577573
"611",19.4452066212508
"612",17.6033406889504
"613",8.10275381875644
"614",9.6961361878851
"615",11.4625932531422
"616",11.9498140620488
"617",11.2590795234502
"618",13.0109811520191
"619",12.133186093766
"620",6.53417934302761
"621",4.09068357376273
"622",4.45407011657538
"623",-2.27947969677621
"624",1.59824734143962
"625",1.28954909073599
"626",2.25137344286451
"627",4.15273836043427
"628",3.93685760770981
"629",6.51925726460103
"630",5.82513892444162
"631",6.45581606127728
"632",5.02149245553955
"633",4.98826738032182
"634",1.8683213253929
"635",-1.02208115758045
"636",-3.57755470304669
"637",-9.68144028380457
"638",-10.5060839454127
"639",-9.23182656666748
"640",-8.97359192556871
"641",-8.64879215135772
"642",-2.00329161331062
"643",-5.16516806024305
"644",-7.32997757803262
"645",-5.68523235771705
"646",2.35373457702459
"647",5.64103387793239
"648",-0.0492903046892756
"649",-8.41789702297108
"650",-9.54247119238354
"651",-9.46594197355915
"652",-12.9018063178363
"653",-19.8870068306319
"654",-20.6939750680654
"655",-18.0987746181238
"656",-17.8641607614802
"657",-13.8341633487733
"658",-16.7316691629084
"659",-23.9117596568848
"660",-26.8499454872414
"661",-29.7931317460974
"662",-26.2476036991621
"663",-25.6537788771092
"664",-21.5565297224912
"665",-16.1205502655015
"666",-12.3859494207768
"667",-0.230780544706588
"668",-4.0395699815864
"669",-2.36806781723339
"670",5.65855473893007
"671",6.64318611455865
"672",-15.0114133418484
"673",-2.05050580722428
"674",-8.02149967867351
"675",-8.72837627801928
"676",-8.85626502447887
"677",-8.39102584940155
"678",0.57851073309056
"679",20.4229572326557
"680",11.2282246602746
"681",7.83219963928129
"682",6.9981311819249
"683",-1.93138279729663
"684",-2.740454814934
"685",-3.31673369458131
"686",-2.90657027819475
"687",-4.91482442543364
"688",-2.37803384639248
"689",-6.52856962326335
"690",-7.98057023967276
"691",-1.92795560797591
"692",-1.84038120728217
"693",-4.32345623300427
"694",-3.42515653805628
"695",-0.0699715465723365
"696",-7.06670263399861
"697",-3.16502729846886
"698",-5.48983928860484
"699",-8.08371037985716
"700",-8.4159331863354
"701",-5.83048202622564
"702",0.0393678303325142
"703",3.17069331707641
"704",1.2033405283347
"705",-5.54171105036175
"706",-1.30775770754766
"707",4.84246998477618
"708",10.8599855839494
"709",12.5177201919287
"710",13.6530660643152
"711",16.0246396853638
"712",16.9596570700287
"713",18.0620614676281
"714",23.2394252764249
"715",22.1813865003232
"716",12.6516326739822
"717",9.26710250277042
"718",16.656270854182
"719",7.42307536230136
"720",5.75297820460713
"721",4.81078661447883
"722",7.00342754985199
"723",4.16664465442582
"724",5.5565995345617
"725",8.51562021409948
"726",8.68789717846518
"727",8.83156796740669
"728",14.4246767466206
"729",5.00009700557997
"730",10.5537518858116
"731",14.7335906624408
"732",14.1309123750047
"733",11.9169463409108
"734",8.58083334803774
"735",3.82224422249558
"736",0.0215211788134688
"737",4.16280703988732
"738",6.95749675242783
"739",7.30654305012723
"740",5.76707516585971
"741",6.93077141401064
"742",9.99629719162423
"743",6.17566024097685
"744",2.39685226744248
"745",-0.266479011416392
"746",0.442123313853612
"747",-2.88169599081115
"748",-4.56166988964608
"749",0.0635515522642596
"750",3.46738447587549
"751",7.67147076068895
"752",3.594271995512
"753",3.11421187178161
"754",7.55986564520436
"755",10.9927585012586
"756",14.0850677413227
"757",13.7510772450495
"758",20.5416432966769
"759",27.3175245533818
"760",21.340583689263
"761",38.8451881701147
"762",47.9998565141834
"763",36.9571866280241
"764",23.8345182033616
"765",17.9474518951256
"766",9.58522924744194
"767",3.68882185458841
"768",1.09578540104492
"769",4.8383100465488
"770",0.140280708008905
"771",-0.275773593516835
"772",-1.10369392169417
"773",0.929672204907996
"774",-1.05209267100565
"775",8.44672783040745
"776",9.13099404935448
"777",8.89946247065866
"778",9.03883142009428
"779",9.51918442089318
"780",10.7273712941646
"781",9.84683910785632
"782",7.98027674093573
"783",5.55678968215911
"784",4.98406559837677
"785",1.37338612909673
"786",0.975343107519491
"787",-0.782396385511864
"788",-4.61134720316709
"789",-0.834786869856361
"790",0.898656342570592
"791",0.915163334729411
"792",-1.29705370952415
"793",-4.51569604392783
"794",-3.87381630172654
"795",-8.79239574335284
"796",-6.57821805779527
"797",-6.31575902855053
"798",-3.27981763876995
"799",-3.21908081858809
"800",-2.62334649893972
"801",0.43348548679033
"802",0.633595770362823
"803",-0.866751159144277
"804",-0.312168848195386
"805",-2.82599905134932
"806",-2.85058966769793
"807",-1.08628062470806
"808",1.50200642515961
"809",3.31685688213342
"810",0.762407529700539
"811",2.89057832228014
"812",-3.31419391396873
"813",-1.13941677683981
"814",1.66957877560721
"815",0.0769035700851157
"816",-5.90339578385873
"817",-9.43197945287329
"818",-13.7365327116346
"819",-14.3699844929093
"820",-13.4658321043176
"821",-11.7210175666319
"822",-11.3179724066924
"823",-14.5127597570312
"824",-12.4581338141334
"825",-5.99812493627688
"826",-4.54561976119911
"827",-1.53569976099265
"828",-0.853876686511592
"829",-0.89705474532574
"830",-5.39151749811892
"831",-4.3476832131121
"832",-5.43042595968886
"833",-7.66443765356579
"834",-8.23982823437882
"835",3.18535105120871
"836",2.63658004655457
"837",6.01810469854339
"838",3.22475244867947
"839",4.23941132138055
"840",2.33483876899236
"841",-3.63422563796469
"842",2.82480998967095
"843",-5.15203545223016
"844",-7.63988938370195
"845",-7.41461312574716
"846",0.474961343241219
"847",19.1794469893984
"848",17.0147554471813
"849",9.29877218412384
"850",6.3647469364492
"851",4.31527623817748
"852",4.83624366610462
"853",2.76000284422499
"854",3.78020385965146
"855",4.41198698684744
"856",5.03881608524153
"857",1.26831915541083
"858",4.87635740533566
"859",3.90901093274266
"860",4.12662355094448
"861",3.01358651233005
"862",2.99192467918198
"863",0.017148286765913
"864",-1.23954473039834
"865",-6.15783106944923
"866",-0.0426047777609941
"867",0.30356303471475
"868",0.261382011210236
"869",1.4968764577336
"870",1.92676990729982
"871",23.0181397056864
"872",17.7308323184186
"873",11.425826554359
"874",5.66982661325915
"875",7.50010112305285
"876",6.35766107702738
"877",-1.61456084076113
"878",-7.34917100147845
"879",-8.38755340224212
"880",-9.61249234208892
"881",0.519956185805341
"882",2.86736357251035
"883",7.09936915013165
"884",5.4296639813294
"885",5.51518424077077
"886",7.28440471244393
"887",2.62126203492452
"888",-2.68878512488006
"889",0.74907292218186
"890",2.62176287653013
"891",1.39502930531874
"892",2.22503854742451
"893",7.16411547452531
"894",8.83644694429065
"895",14.4001718417446
"896",12.7833364153023
"897",10.3688110086303
"898",9.45252062612364
"899",12.2924110792651
"900",12.8297711263648
"901",14.7358366087762
"902",15.2697514187238
"903",12.7811863879319
"904",11.5604868465948
"905",12.7217943041918
"906",13.0965027386045
"907",11.2055656286693
"908",5.83611291615342
"909",9.24982265388802
"910",4.3653605163069
"911",1.79473413870142
"912",-2.73406548407339
"913",-1.80738983065667
"914",0.131218187641776
"915",-3.67259631882274
"916",-3.71256495611614
"917",-2.35733831411545
"918",0.0464985011911221
"919",10.5305883250365
"920",8.56339458484491
"921",7.54333936450912
"922",6.678998773998
"923",7.14189674187189
"924",3.63420579648041
"925",-2.85978691267269
"926",2.39077765078556
"927",7.73665751137486
"928",5.13971505559772
"929",4.95431923666463
"930",9.11898729651577
"931",10.0963194070886
"932",6.17366125126758
"933",12.3266097658889
"934",7.19440546934538
"935",2.29801950304894
"936",-8.46499543357728
"937",-10.3824471094843
"938",-8.6704505999181
"939",-3.98647614560737
"940",-2.20436165869431
"941",-1.1509568320098
"942",3.24731989388269
"943",17.4561847096659
"944",14.3804966956721
"945",11.5590128310351
"946",8.72843145127108
"947",6.19883599235515
"948",-2.80292339873701
"949",-7.75340019564731
"950",-6.26990552933332
"951",-5.3833343374995
"952",-3.10600002246135
"953",2.90337956217102
"954",9.87539626885617
"955",9.93771707240087
"956",12.2888279957517
"957",18.6154509094436
"958",15.0289554012137
"959",8.18552361396656
"960",6.66337063075789
"961",8.34479204345961
"962",5.58673663331574
"963",10.108220344099
"964",7.2824506437495
"965",6.90495753144104
"966",4.8509447963209
"967",8.3117256296384
"968",12.2775050174446
"969",12.0343820191843
"970",6.07453634124174
"971",-1.72576663731097
"972",-4.5311396251631
"973",-19.3249247347581
"974",-20.0894687981084
"975",-19.7751124698755
"976",-15.9967795309096
"977",-4.14188230674082
"978",-0.466284963627622
"979",1.34193446389107
"980",2.49721881688422
"981",6.71205649294037
"982",9.83111559034308
"983",11.6085061266441
"984",8.8782708967965
"985",4.46975221765198
"986",4.14526482837355
"987",5.56188046871567
"988",0.746105758765356
"989",0.10099599359301
"990",4.56411682541884
"991",4.58940602539155
"992",7.79411065239364
"993",9.8141981301581
"994",8.92678311311305
"995",3.97678160004918
"996",3.20867447243891
"997",-7.43443793023405
"998",-11.1988368986862
"999",-13.9649408511162
"1000",-10.8776220733901
"1001",-6.5815732121439
"1002",3.19309538674595
"1003",-1.19166726909384
"1004",8.34961917461087
"1005",7.96120069251864
"1006",5.75790314477302
"1007",4.76261597892416
"1008",-1.44190033249158
"1009",-0.350908960467748
"1010",4.48818392696384
"1011",-1.72860547457631
"1012",5.44358690184316
"1013",2.15890604472522
"1014",12.6785214384438
"1015",15.933047801479
"1016",13.9484035237596
"1017",14.3824701866749
"1018",12.1384972345686
"1019",13.019080909562
"1020",15.4400990191809
"1021",15.0439091059048
"1022",12.3341691129513
"1023",10.4360154008429
"1024",14.4029034079349
"1025",13.4824709728861
"1026",12.6705748828864
"1027",14.5133041985336
"1028",12.6910309867663
"1029",17.1281284506786
"1030",10.4866115667481
"1031",9.62199135088806
"1032",7.76545928085927
"1033",5.69733998299455
"1034",7.20274290198998
"1035",5.0290929812607
"1036",0.267091886775814
"1037",1.2027684822065
"1038",12.7428475077315
"1039",15.5744065622735
"1040",15.6172955110217
"1041",6.92249046597057
"1042",8.48669524433321
"1043",14.5571774955309
"1044",19.6849445479237
"1045",18.5029311948363
"1046",16.6585320157585
"1047",7.83036289830932
"1048",4.28564036335751
"1049",7.01830788156153
"1050",13.2659368334888
"1051",15.7981662877877
"1052",14.2586868824462
"1053",13.6744352725013
"1054",7.33388471089041
"1055",2.14097320523763
"1056",-2.1488370034782
"1057",-0.300739409821908
"1058",0.662193647787436
"1059",3.4957046316001
"1060",0.745951957491335
"1061",4.56526561610331
"1062",9.58783689322186
"1063",20.6518033736627
"1064",16.4152103563132
"1065",12.3909306841422
"1066",20.3348872097747
"1067",24.2650292674367
"1068",26.0726555777923
"1069",22.8689956422757
"1070",20.8631906135096
"1071",17.9049110966603
"1072",15.0144989412277
"1073",10.2060974092337
"1074",9.96110095510121
"1075",11.8004629534314
"1076",9.51131431463483
"1077",7.11533204988908
"1078",1.20118188120301
"1079",1.24087072250401
"1080",-6.37761229199817
"1081",-4.02061753687396
"1082",-2.24168836255569
"1083",-4.94517919375428
"1084",-16.1648190176716
"1085",-12.6992604596231
"1086",-7.67509062606021
"1087",6.63933373785128
"1088",12.0524764990927
"1089",8.18275828016705
"1090",6.8987562173932
"1091",7.5819921890162
"1092",7.49463354325235
"1093",6.60097065202028
"1094",3.43186266930008
"1095",3.1380685404219
"1096",3.96145463459773
"1097",1.18638674148166
"1098",1.61138244962672
"1099",-0.220959644274028
"1100",-4.64329997585647
"1101",-2.56003764257159
"1102",-6.98192937111265
"1103",-7.92800453928859
"1104",-11.5207100264369
"1105",-1.9378528482156
"1106",-0.605549066471153
"1107",-9.22126733381137
"1108",-14.0988412972199
"1109",-10.525123138438
"1110",-6.13653289859094
"1111",6.98264608307387
"1112",8.43727260722364
"1113",0.496103458342374
"1114",-15.4441621028298
"1115",-12.3834415591276
"1116",-11.5248872874822
"1117",-22.6750509217164
"1118",-21.991242958918
"1119",-25.7643579911369
"1120",-16.8267078367872
"1121",-13.7370111211417
"1122",-3.43467624917398
"1123",-2.32203603344727
"1124",3.3593948726318
"1125",6.34633879474078
"1126",0.450167245361274
"1127",5.88706120154856
"1128",-0.744766978933164
"1129",-7.76301878109329
"1130",-4.67074680413904
"1131",-4.8889324748983
"1132",-12.6843600671975
"1133",-11.1215050600553
"1134",-5.20516601531556
"1135",1.36596989400725
"1136",6.69210432825764
"1137",10.8093378718756
"1138",15.2998509138916
"1139",12.0099083184539
"1140",2.00489786297406
"1141",-8.80852308785491
"1142",-8.90270313670694
"1143",-4.75798205266917
"1144",1.9607185655453
"1145",3.85598378386356
"1146",5.34195061658257
"1147",2.50053856009913
"1148",1.66618312450839
"1149",7.73137746032913
"1150",6.36079119333865
"1151",4.76853491400154
"1152",-7.25134486155941
"1153",0.94049193171933
"1154",2.36635953948216
"1155",-5.85667045255407
"1156",-13.3920939446191
"1157",-13.8468540397
"1158",-15.3533823043671
"1159",-9.42774234344603
"1160",-6.73268991843676
"1161",4.21774564754405
"1162",0.80067762347146
"1163",0.101024856282653
"1164",-3.87672243476028
"1165",-7.96946977841231
"1166",-18.5435025836322
"1167",-19.9492383378322
"1168",-16.6715496628996
"1169",-14.6951303748299
"1170",-8.74008945183314
"1171",-0.564480027261401
"1172",5.55717195078103
"1173",13.0291160956228
"1174",8.61618181462496
"1175",3.71125697703621
"1176",-4.52289961423028
"1177",-4.49154873652873
"1178",-2.27209918016871
"1179",-5.31853133825409
"1180",-15.5259712184023
"1181",-11.6302809406477
"1182",-6.07029279269026
"1183",30.9746062167941
"1184",19.340327322845
"1185",10.9747562911602
"1186",9.98114290942227
"1187",13.2920838249373
"1188",16.4534629094829
"1189",15.2176335843065
"1190",14.4582462322321
"1191",12.9704408531275
"1192",13.6276804767909
"1193",12.5775938410761
"1194",13.2860420613925
"1195",13.2591056272845
"1196",19.3971299742392
"1197",17.7045053951822
"1198",11.0332555502228
"1199",5.92889124816577
"1200",2.36261132932477
"1201",6.12473798583314
"1202",8.95037791989559
"1203",1.98695882992043
"1204",1.94518664756445
"1205",5.90108816601276
"1206",10.5313881329567
"1207",22.7731639789337
